  06 11 14    220   0   -9  -12  -13  -14  -13  -12  -10   -9   -9   -9  -11  -13  -14  -12  -13  -16  -17  -18  -15  -13  -12  -14  -17  -20  -13
  06 11 15    220   0  -19  -19  -19  -20  -19  -17  -16  -17  -14  -12  -10   -9   -9   -9  -12  -13  -17  -13   -8   -6   -7  -14  -19  -21  -14
  06 11 16    220   0  -16  -12  -19  -25  -27  -26  -22  -24  -19  -11   -8  -11  -16  -19  -19  -19  -20  -19  -18  -13  -12  -11  -11  -13  -17
  06 11 17    220   0  -16  -20  -25  -32  -32  -32  -33  -33  -31  -28  -24  -20  -24  -25  -31  -29  -26  -21  -19  -18  -18  -20  -19  -17  -25
  06 11 18    220   0  -20  -20  -21  -18  -16  -14  -12  -12  -12  -13  -14  -14  -15  -18  -19  -19  -19  -20  -19  -18  -17  -18  -18  -18  -17
  06 11 19    220   0  -18  -19  -19  -17  -18  -12  -13  -14  -14  -14   -8   -7   -7   -7   -6   -6   -9   -9  -10  -11  -12  -11   -9   -9  -12
  06 11 20    220   0  -10   -9   -8   -6   -5   -5   -8  -10  -10  -11   -8   -8   -7   -5   -9  -10   -9   -9  -11  -12  -13  -12  -12  -10   -9
  06 11 21    220   0   -8   -7   -8   -8   -7   -6   -6   -9   -7   -7   -9   -9   -5   -3   0   2   3   2   1   1   2   1   1   2   -4
  06 11 22    220   0   5   5   7   7   5   4   3   3   8  10  10   8  13  13   9   8   6   7   9   4   -4  -10   -9   -6   5
  06 11 23    220   0   -4   -6   -9   -8   -6   -7   -7   -5  -22  -30  -30  -30  -31  -31  -30  -27  -25  -24  -25  -29  -28  -22  -14  -11  -19
  06 11 24    220   0  -15  -17  -22  -31  -29  -32  -36  -34  -37  -30  -32  -33  -29  -32  -30  -30  -28  -28  -27  -24  -22  -22  -19  -17  -27
  06 11 25    220   0  -14  -14  -18  -21  -17  -21  -24  -22  -20  -19  -19  -16  -17  -18  -17  -18  -17  -20  -21  -25  -26  -23  -23  -25  -20
  06 11 26    220   0  -23  -20  -19  -21  -17  -17  -19  -20  -20  -22  -25  -23  -23  -22  -21  -21  -20  -18  -17  -20  -25  -22  -22  -24  -21
  06 11 27    220   0  -24  -24  -23  -21  -19  -18  -17  -19  -18  -20  -24  -21  -20  -19  -21  -24  -24  -23  -20  -18  -18  -17  -16  -17  -20
  06 11 28    220   0  -18  -18  -18  -20  -20  -19  -17  -16  -16  -15  -15  -16  -18  -20  -21  -20  -21  -19  -15  -11  -12  -17  -16  -13  -17
  06 11 29    220   0  -14  -16  -20  -16  -10  -11  -13   -7   -2   1   0   -7   -7   -6   -8   -9   -9  -10   -7   -6   -5   -5   -5  -11   -8
  06 11 30    220   0  -15  -19  -21  -25  -30  -41  -51  -60  -66  -57  -62  -71  -71  -74  -63  -49  -48  -53  -49  -45  -43  -38  -37  -35  -47
  06 12 01    220   0  -33  -31  -31  -32  -32  -28  -25  -25  -24  -27  -26  -26  -26  -27  -28  -26  -25  -22  -21  -22  -19  -15  -16  -16  -25
  06 12 02    220   0  -14  -16  -19  -19  -20  -21  -19  -18  -19  -19  -19  -17  -18  -18  -16  -16  -17  -14  -14  -14  -14  -12  -12  -11  -17
  06 12 03    220   0  -10  -11  -15  -17  -17  -16  -17  -17  -16  -14  -12  -11  -12  -13  -15  -19  -21  -19  -18  -17  -17  -15  -13  -11  -15
  06 12 04    220   0   -9  -10  -11  -13  -14  -13  -13  -14  -12   -9   -8   -9  -11  -14  -15  -16  -15  -14  -15  -17  -17  -18  -17  -14  -13
  06 12 05    220   0  -13  -12  -11  -11  -12   -9   -7   -9   -7   -3   3   2   0   2   1   -5   -5   -3   -2   1   2   5   6   0   -4
  06 12 06    220   0   -4   -6  -14  -25  -30  -26  -23  -19  -18  -21  -31  -44  -55  -48  -45  -51  -49  -41  -36  -35  -47  -38  -30  -32  -32
  06 12 07    220   0  -34  -34  -39  -35  -33  -37  -38  -31  -30  -30  -29  -26  -31  -30  -30  -35  -37  -35  -37  -37  -40  -45  -47  -41  -35
  06 12 08    220   0  -36  -31  -32  -35  -30  -23  -20  -23  -22  -24  -30  -19  -23  -31  -35  -33  -26  -26  -30  -24  -19  -18  -29  -23  -27
  06 12 09    220   0  -19  -19  -17  -16  -14  -14  -20  -24  -22  -20  -21  -19  -21  -24  -30  -31  -31  -28  -23  -20  -21  -27  -34  -37  -23
  06 12 10    220   0  -31  -28  -23  -26  -29  -28  -22  -21  -22  -24  -29  -24  -21  -21  -29  -28  -36  -37  -35  -31  -29  -27  -34  -33  -28
  06 12 11    220   0  -32  -28  -27  -24  -27  -35  -32  -30  -26  -25  -28  -27  -29  -30  -31  -29  -28  -22  -17  -15  -16  -21  -30  -28  -27
  06 12 12    220   0  -23  -20  -21  -33  -49  -55  -48  -40  -37  -39  -42  -37  -34  -35  -40  -40  -42  -44  -39  -41  -43  -49  -47  -42  -39
  06 12 13    220   0  -38  -40  -40  -40  -37  -32  -31  -31  -30  -30  -32  -32  -31  -33  -36  -37  -37  -33  -29  -29  -28  -28  -29  -25  -33
  06 12 14    220   0  -25  -25  -26  -28  -28  -26  -26  -26  -27  -27  -28  -24  -23  -24   -7  -10  -30  -32  -45  -32  -22  -15  -27  -69  -27
  06 12 15    220   0 -146 -157 -149 -156 -158 -159 -158 -162 -150 -123 -116 -108  -81  -90  -98  -98  -94  -95  -87  -84  -81  -73  -72  -79 -116
  06 12 16    220   0  -72  -70  -70  -67  -59  -57  -57  -58  -61  -60  -58  -56  -53  -56  -57  -55  -56  -56  -37  -44  -53  -50  -41  -34  -56
  06 12 17    220   0  -39  -36  -36  -36  -39  -42  -43  -47  -48  -44  -42  -41  -43  -44  -45  -46  -43  -42  -36  -37  -39  -36  -35  -35  -41
  06 12 18    220   0  -35  -34  -35  -37  -38  -42  -41  -41  -42  -41  -34  -34  -32  -25  -27  -29  -25  -17  -23  -19  -12  -13  -29  -34  -31
  06 12 19    220   0  -38  -34  -30  -30  -36  -36  -35  -36  -39  -38  -44  -42  -41  -41  -40  -42  -45  -42  -37  -36  -35  -33  -30  -31  -37
  06 12 20    220   0  -34  -36  -35  -34  -36  -36  -38  -44  -47  -47  -42  -35  -31  -36  -39  -47  -48  -38  -36  -37  -39  -51  -45  -48  -40
  06 12 21    220   0  -46  -44  -45  -38  -38  -41  -42  -44  -47  -47  -42  -37  -37  -37  -43  -42  -42  -38  -37  -37  -38  -41  -38  -34  -41
  06 12 22    220   0  -31  -31  -30  -32  -34  -35  -41  -44  -44  -45  -51  -42  -41  -38  -36  -37  -41  -40  -41  -39  -44  -46  -45  -45  -40
  06 12 23    220   0  -44  -44  -42  -38  -37  -38  -43  -45  -41  -37  -38  -36  -40  -44  -40  -36  -36  -42  -47  -49  -46  -45  -45  -46  -42
  06 12 24    220   0  -46  -40  -35  -32  -31  -31  -33  -34  -36  -35  -32  -28  -26  -29  -31  -33  -39  -39  -39  -36  -39  -42  -41  -39  -35
  06 12 25    220   0  -36  -35  -33  -32  -28  -25  -27  -27  -28  -30  -30  -31  -31  -32  -34  -36  -35  -36  -34  -32  -31  -30  -31  -31  -31
  06 12 26    220   0  -30  -29  -25  -27  -26  -24  -22  -24  -31  -32  -31  -31  -29  -27  -29  -31  -30  -33  -30  -27  -28  -29  -30  -28  -28
  06 12 27    220   0  -27  -27  -25  -24  -23  -22  -21  -21  -23  -25  -26  -26  -26  -25  -24  -23  -26  -27  -27  -25  -21  -20  -21  -23  -24
  06 12 28    220   0  -25  -25  -22  -20  -19  -17  -17  -18  -20  -19  -19  -18  -17  -17  -19  -23  -24  -21  -17  -14  -14  -12  -12  -12  -18
  06 12 29    220   0  -11   -9   -9   -9  -11  -13  -11  -11  -11  -12  -15  -14  -12  -13  -12  -10  -11  -12   -9  -10  -11  -14  -15  -15  -12
  06 12 30    220   0  -13  -11  -15  -18  -17  -15  -13  -11   -7   -6   -7   -2   -2   -7  -10  -15  -17  -17  -16  -17  -17  -19  -22  -22  -13
  06 12 31    220   0  -20  -22  -23  -21  -17  -18  -19  -17  -15  -15  -16  -15  -11   -9   -8  -12  -18  -17  -12  -10  -10   -9   -9  -14  -15
  07 01 01    220   0   -3   0   1   -1   -6   -8   -9   -8   0   7   8   -2   -9  -11   0   2   -7   -6   -8   -2   -4   1   1   -1   -3
  07 01 02    220   0  -17  -20  -14  -14  -16  -20  -25  -25  -22  -20  -20  -23  -18  -24  -26  -29  -31  -29  -26  -26  -27  -24  -26  -22  -23
  07 01 03    220   0  -17  -13  -15  -17  -29  -26  -22  -23  -23  -28  -28  -24  -25  -26  -25  -27  -27  -27  -24  -23  -24  -27  -30  -25  -24
  07 01 04    220   0  -21  -20  -26  -27  -23  -20  -20  -24  -29  -21  -19  -14  -12  -15  -20  -26  -30  -30  -28  -27  -26  -28  -30  -28  -24
  07 01 05    220   0  -24  -22  -17  -15  -17  -16  -14  -16  -22  -26  -23  -19  -14  -13  -17  -26  -31  -29  -25  -23  -25  -26  -27  -26  -21
  07 01 06    220   0  -23  -20  -17  -15  -13  -12  -12  -16  -19  -20  -16  -13  -14  -13  -13  -17  -20  -17  -14  -14  -14  -17  -20  -21  -16
  07 01 07    220   0  -18  -15  -13  -13  -14  -14  -14  -17  -20  -23  -24  -22  -22  -19  -16  -15  -15  -13  -12  -10  -10  -11  -14  -16  -16
  07 01 08    220   0  -17  -16  -14  -12   -7   -6   -6   -5   -6   -7   -9   -6   -7   -9   -9   -7   -9  -16  -13   -9   -4   -4   -5   -4   -9
  07 01 09    220   0   -6   -6   -1   2   4   6   4   3   -1   -2   0   -1   -7  -15  -22  -21  -22  -22  -16  -12   -7   -4   -3   -3   -6
  07 01 10    220   0   -6   -7   -7   -8   -6   -6   -7   -8   -8  -12  -16  -16  -16  -16  -19  -26  -29  -25  -20  -17  -13  -12  -14  -14  -14
  07 01 11    220   0  -14  -16  -16  -13  -10   -7   -6   -3   -3   -5  -10  -13  -16  -19  -18  -21  -23  -21  -20  -20  -17  -16  -17  -18  -14
  07 01 12    220   0  -23  -24  -24  -23  -21  -18  -16  -14  -13  -14  -16  -18  -20  -22  -23  -23  -26  -26  -24  -23  -21  -18  -16  -16  -20
  07 01 13    220   0  -19  -21  -20  -18  -17  -16  -14  -12  -10  -10  -10  -11  -11  -11  -11  -12  -13  -13  -13  -13  -11   -9   -8   -9  -13
  07 01 14    220   0   -9  -10  -10  -10  -11  -10   -6   -1   3   1   -2   -3   -6   0   2   -3   -5   3   -1   -3   -3   -6  -10   -9   -5
  07 01 15    220   0  -13  -16  -18  -17  -14  -10  -11  -12   -8   -5   -8  -12  -12  -22  -31  -30  -29  -29  -29  -23  -20  -16  -15  -13  -17
  07 01 16    220   0  -14  -18  -21  -22  -22  -16   -8   -5   -5   -8  -12  -11  -11  -12  -15  -27  -28  -24  -16  -17  -22  -19  -13  -15  -16
  07 01 17    220   0  -21  -21  -21  -21  -24  -28  -28  -26  -26  -32  -30  -27  -23  -26  -27  -26  -27  -27  -36  -33  -36  -36  -30  -23  -27
  07 01 18    220   0  -23  -26  -27  -30  -32  -31  -28  -29  -30  -25  -25  -23  -22  -25  -26  -28  -30  -25  -21  -24  -21  -20  -21  -26  -26
  07 01 19    220   0  -22  -19  -21  -28  -32  -32  -26  -22  -22  -20  -21  -20  -22  -23  -24  -29  -29  -27  -23  -23  -28  -27  -22  -19  -24
  07 01 20    220   0  -19  -21  -19  -19  -18  -18  -18  -12  -15  -16  -16  -19  -17  -18  -22  -23  -25  -25  -23  -22  -20  -16  -13  -12  -19
  07 01 21    220   0  -10  -11  -11  -10  -15  -19  -21  -24  -24  -23  -25  -24  -18  -17  -17  -17  -18  -21  -20  -18  -16  -15  -12   -8  -17
  07 01 22    220   0  -10  -10   -8   -7   -6   -5   -6   -7   -5   -6   -8  -10  -14  -17  -17  -14  -15  -19  -19  -18  -16  -14  -14  -13  -12
  07 01 23    220   0  -12  -14  -15  -14  -15  -16  -14  -12   -7   -3   -5   -4   -7  -10  -14  -16  -15  -12  -10  -11  -13  -12   -9   -5  -11
  07 01 24    220   0   -5   -5   -7   -5   -4   -2   -1   -2   -3   -1   -1   -4   -7   -7  -17  -16  -16  -15  -11   -8   -9   -9   -8   -9   -7
  07 01 25    220   0   -7   -6   -8   -9   -7   -6   -3   -1   -1   -3   0   3   3   -1   2   -4   -6   -7   -5   -4   -7   -8   -7   -7   -4
  07 01 26    220   0   -7   -5   -5   -6   -9  -11  -13  -15  -14   -9   -9  -10  -12  -12  -12   -8   -8   -6   -4   -4   -2   -3   -1   1   -8
  07 01 27    220   0   -1   -3   -6  -10   -6   -6   -5   -3   -3   -4   -5   -5   -6   -7   -9   -8   -7   -5   -3   -4   -7   -3   -1   0   -5
  07 01 28    220   0   0   -2   -1   -2   -5   -8   -6   -5   -4   -4   -5   -4   -3   -3   -3   1   3   4   3   -1   -6   -7   -2   -4   -3
  07 01 29    220   0   -4   -1   0   2   4   9   7   4  10   5   4   7   7   3  -16  -37  -37  -44  -38  -41  -48  -49  -43  -43  -14
  07 01 30    220   0  -39  -38  -42  -46  -45  -35  -40  -39  -35  -29  -26  -26  -26  -32  -36  -34  -33  -29  -29  -23  -22  -28  -28  -25  -33
  07 01 31    220   0  -23  -28  -27  -29  -30  -27  -28  -26  -17  -14  -22  -24  -24  -23  -24  -22  -25  -29  -32  -32  -32  -31  -27  -24  -26
  07 02 01    220   0  -20  -21  -19  -20  -21  -22  -23  -27  -29  -29  -29  -26  -23  -22  -24  -27  -29  -28  -26  -21  -18  -17  -14  -14  -23
  07 02 02    220   0  -17  -17  -16  -16  -17  -16  -19  -21  -21  -20  -19  -17  -18  -20  -21  -21  -24  -22  -19  -17  -18  -18  -14  -12  -18
  07 02 03    220   0  -13  -14  -14  -14  -15  -15  -17  -17  -16  -13  -13  -14  -14  -15  -15  -15  -16  -16  -15  -14  -13  -12  -11  -11  -14
  07 02 04    220   0  -10  -11   -8   -6   -3   -5  -10  -12  -13  -16  -17  -17  -18  -18  -16  -14  -13  -12  -11  -11  -11   -5   -4   -4  -11
  07 02 05    220   0   -3   -4   -5   -3   -3   0   0   -1   -2   -2   -1   -3  -10  -17  -21  -21  -21  -22  -23  -26  -28  -26  -22  -23  -12
  07 02 06    220   0  -26  -25  -24  -22  -25  -29  -29  -26  -27  -24  -26  -22  -19  -19  -17  -14  -11  -11  -10   -9  -12  -12  -10  -10  -19
  07 02 07    220   0  -15  -19  -22  -16  -12   -9  -15  -21  -17  -15  -20  -16  -17  -17  -18  -18  -18  -21  -17  -20  -19  -20  -21  -22  -18
  07 02 08    220   0  -27  -22  -23  -25  -21  -12  -15  -17  -22  -23  -25  -20  -18  -20  -18  -14  -15  -13  -12  -13  -17  -18  -18  -21  -19
  07 02 09    220   0  -21  -22  -19  -17  -13  -16  -17  -17  -18  -16  -17  -16  -17  -16  -16  -16  -14  -13  -14  -20  -22  -22  -23  -26  -18
  07 02 10    220   0  -24  -22  -21  -20  -20  -18  -17  -17  -19  -17  -13  -11  -12  -12  -12  -15  -14  -13  -16  -21  -27  -27  -27  -28  -18
  07 02 11    220   0  -28  -28  -27  -26  -24  -21  -19  -19  -18  -16  -15  -13  -16  -17  -17  -16  -17  -19  -19  -24  -25  -20  -16  -15  -20
  07 02 12    220   0  -15  -14  -15  -14  -12  -10   -9   -8   -7   -7   6   8  10   0   2   0   -3   -3   1   1   1   3   -2  -13   -4
  07 02 13    220   0   -8   -6  -11  -12  -12  -11  -12   -9   -7   -6   -6   -7   -4   -4   -2   -3  -12  -20  -21  -13  -12  -14  -20  -30  -11
  07 02 14    220   0  -36  -34  -28  -29  -28  -29  -23  -23  -28  -26  -24  -27  -23  -23  -22  -20  -21  -24  -32  -41  -31  -34  -30  -28  -28
  07 02 15    220   0  -29  -29  -28  -24  -21  -20  -21  -20  -21  -21  -21  -23  -23  -22  -22  -21  -21  -23  -23  -21  -17  -15  -14  -13  -21
  07 02 16    220   0  -11  -11   -9  -10  -12  -16  -20  -24  -23  -21  -21  -22  -24  -24  -20  -16  -16  -18  -20  -20  -18  -15  -18  -24  -18
  07 02 17    220   0  -23  -22  -23  -22  -24  -23  -21  -20  -24  -22  -23  -21  -21  -22  -20  -20  -20  -17  -16  -17  -19  -26  -27  -26  -22
  07 02 18    220   0  -23  -20  -20  -20  -14  -11  -11  -15  -19  -20  -20  -18  -16  -17  -17  -16  -12  -10  -12  -15  -18  -18  -16  -17  -16
  07 02 19    220   0  -15  -13  -11  -10   -8   -7   -6   -7   -7   -7   -8  -10   -8   -6   -9   -8   -9  -10   -8   -8   -9  -10  -12  -12   -9
  07 02 20    220   0   -9  -10  -10   -9   -9  -10   -9   -7   -3   -2   -5   -8   -9   -8   -6   -6   -6   -5   -4   -3   -3   -5   -5   -7   -7
  07 02 21    220   0   -6   -4   -5   -5   -9   -7   -5   -4   -3   -4   -4   -1   0   0   -2   -3   -6   -7   -6   -5   -4   -3   -1   0   -4
  07 02 22    220   0   -1   -2   -2   -2   -3   -2   -1   -3   -4   -3   -2   1   4   1   -2   -3   -4   -6   -8   -9  -10  -12  -12  -10   -4
  07 02 23    220   0   -6   -4   -5   -8   -9   -7   -5   -3   -2   -1   -2   -3   -5   -3   -1   0   -2   -4   -7  -10  -11   -9   -8  -10   -5
  07 02 24    220   0   -8   -7   -7   -7   -5   -6   -7   -9   -7   -6   -6   -6   -4   -2   -2   -1   1   0   1   0   -1   -3   -3   -4   -4
  07 02 25    220   0   -3   -3   -3   -3   -4   -6   -6   -7   -8  -10  -10   -8   -6   -5   -5   -5   -7  -11  -10   -9   -4   1   3   8   -5
  07 02 26    220   0   7   1   -8   0   -3   -7  -12  -14  -12  -16  -12   -8   -8   -8   -7   -7   -8   -9   -9   -8   -8   -7   -6   -6   -7
  07 02 27    220   0   -4   -3   -1   -2   0   3   8  12   2   -3   1   5   5   4   3   -1   -5   0   -5  -15  -18  -19  -10  -18   -3
  07 02 28    220   0  -21  -19  -23  -20  -19  -26  -35  -34  -26  -21  -33  -40  -34  -25  -21  -21  -20  -20  -26  -22  -23  -20  -20  -20  -25
  07 03 01    220   0  -18  -15  -13  -16  -22  -26  -28  -29  -29  -25  -22  -22  -26  -26  -28  -27  -26  -22  -21  -20  -19  -17  -14  -13  -22
  07 03 02    220   0  -10  -10  -11  -12  -15  -17  -16  -17  -14  -13  -15  -17  -18  -18  -18  -18  -16  -15  -15  -14  -12  -12  -11  -10  -14
  07 03 03    220   0   -8   -7   -8   -9  -11  -11  -10  -10   -8   -7   -7   -7   -6   -5   -6   -6   -7   -7   -7   -9  -10   -6   -3   -1   -7
  07 03 04    220   0   2   2   1   2   0   0   -1   -5   -7   -8   -8  -12  -12  -10  -11   -9   -7   -5   -3   -2   -3   3   2   -4   -4
  07 03 05    220   0   -5   0   4   2   -1   -4   -6   -6   -4   -3   -7   -5   -7  -10  -13  -13  -13  -13  -14  -15  -11   -3   -1   -6   -6
  07 03 06    220   0   -9   -8  -16  -22  -18  -19  -25  -19  -17  -17  -14  -22  -27  -21  -15  -15  -15  -16  -18  -17  -13   -4   -4  -14  -16
  07 03 07    220   0  -19  -24  -24  -27  -28  -29  -26  -21  -25  -21  -20  -18  -19  -21  -23  -22  -22  -23  -26  -29  -30  -29  -30  -31  -24
  07 03 08    220   0  -27  -26  -26  -26  -26  -24  -22  -19  -18  -19  -19  -18  -20  -19  -19  -19  -19  -18  -17  -16  -13  -15  -16  -15  -20
  07 03 09    220   0  -15  -16  -18  -18  -18  -16  -15  -14  -12  -11  -11  -11  -11  -12  -12  -10  -10  -12  -15  -17  -19  -20  -20  -19  -15
  07 03 10    220   0  -18  -17  -17  -17  -18  -16  -15  -14  -10   -9   -8   -8   -8  -10  -11  -12  -13  -12  -12  -13  -10  -10  -10  -10  -12
  07 03 11    220   0  -10  -11  -12  -11  -12  -14  -14  -12   -8   -3   -8  -18  -17  -11   -7   -9  -13  -13   -5   -9   -8   -5   -3   0  -10
  07 03 12    220   0   1   2   -2  -10   -8   -7   -5   -1   4   6  10   -1   -5   -8   -8   -6   -8  -11  -10  -11  -14   -8   1   -3   -4
  07 03 13    220   0   -7  -25  -27  -33  -40  -35  -30  -25  -21  -17  -13  -12  -13  -13  -18  -19  -18  -16  -14  -19  -18  -15  -14  -19  -20
  07 03 14    220   0  -18  -20  -21  -19  -17  -19  -19  -16  -12  -12  -12  -14  -18  -20  -21  -18  -14  -11  -12  -13  -11   -9   -7   -7  -15
  07 03 15    220   0   -6   -8  -11  -16  -19  -17  -16  -11  -11   -7   -9  -10   -6   -6   -8  -11  -10   -8   -5   -1   -4   -7   -9   -9   -9
  07 03 16    220   0  -11  -14  -17  -15  -15  -15  -12  -10  -10  -10  -10  -12  -14  -16  -18  -16  -14  -13  -12  -10  -11  -16  -15  -15  -13
  07 03 17    220   0  -12  -11  -12  -11  -13  -15  -15  -11  -13  -10  -11  -12   -9  -10  -11  -11  -12  -13  -14  -13  -11   -7   -5   -6  -11
  07 03 18    220   0   -6   -7   -8  -10   -9   -8   -6   -6   -8   -9  -12  -12  -10   -9   -9   -9   -9   -9   -8   -5   -3   -3   -1   0   -7
  07 03 19    220   0   -1   -2   -3   -5   -4   -4   -5   -6   -6   -6   -4   -4   -4   -4   -5   -6   -8   -8   -7   -7   -5   -4   -3   -3   -5
  07 03 20    220   0   -4   -4   -3   -2   -2   -3   -3   -2   -2   -3   -4   -4   -6   -8   -8   -7   -6   -6   -4   -3   -1   -2   -1   -4   -4
  07 03 21    220   0   -4   -4   -2   -2   0   1   2   4   3   3   2   3   1   3   3   3   3   3   3   5   7   8   7   7   2
  07 03 22    220   0   6   3   1   3   5   5   3   2   1   1   2   2   -1   -3   -3   -2   -3   -3   -1   2   3   3   3   4   1
  07 03 23    220   0   3   1   -2   -1   -1   -3   3   5   2   5   3   -1   -1  -10  -21  -25  -22  -19  -17  -12  -10  -14  -18  -18   -7
  07 03 24    220   0  -17  -23  -29  -32  -35  -41  -57  -66  -72  -66  -60  -60  -61  -60  -51  -40  -35  -34  -29  -21  -21  -15   -9   -1  -39
  07 03 25    220   0   8   7   1   -1   -5  -11  -14  -12  -13  -22  -30  -29  -28  -35  -38  -34  -30  -27  -25  -22  -20  -24  -24  -19  -19
  07 03 26    220   0  -10   -9  -10  -14  -17  -20  -21  -18  -20  -18  -18  -17  -15  -16  -15  -17  -23  -24  -25  -19  -12  -12  -14  -14  -17
  07 03 27    220   0  -11  -10  -11  -10   -7  -14  -24  -21  -16  -15  -21  -24  -20  -18  -18  -21  -19  -21  -28  -23  -18  -13  -14  -17  -17
  07 03 28    220   0  -21  -18  -18  -18  -22  -24  -18  -17  -16  -13  -12  -10  -11  -13  -14  -15  -16  -15  -14  -13  -12  -14  -15  -16  -16
  07 03 29    220   0  -16  -17  -18  -18  -15  -13  -13  -13  -14  -16  -17  -16  -15  -14  -11   -7   -5   -4   -3   -1   -1   0   -2   -2  -10
  07 03 30    220   0   -4   -2   1   2   -1   -2   -3   -4   -6  -11  -19  -23  -21  -14  -12  -10  -11   -9   -7   -5   -2   -2   -3   -1   -7
  07 03 31    220   0   0   1   1   0   -1   -2   -3   -3   -4   -3   -2   -2   2   1   -1   -1   -3   -2   -1   3   5   5  12  19   1
  07 04 01    220   0  19   1  -23  -31  -24  -31  -40  -60  -63  -40  -28  -23  -31  -40  -39  -36  -38  -32  -33  -33  -28  -30  -25  -29  -31
  07 04 02    220   0  -37  -39  -36  -35  -33  -47  -41  -33  -31  -28  -35  -32  -32  -28  -23  -22  -28  -29  -26  -23  -22  -24  -29  -30  -31
  07 04 03    220   0  -26  -24  -26  -28  -30  -28  -25  -22  -21  -20  -17  -15  -15  -15  -16  -18  -23  -26  -23  -18  -14  -13  -14  -18  -21
  07 04 04    220   0  -24  -29  -33  -30  -28  -28  -26  -26  -26  -25  -25  -19  -18  -20  -20  -19  -20  -22  -22  -21  -15  -14  -19  -19  -23
  07 04 05    220   0  -20  -20  -21  -21  -17  -14  -17  -18  -17  -14  -14  -15  -18  -19  -19  -17  -16  -12  -10  -12  -11  -12  -13  -16  -16
  07 04 06    220   0  -17  -15  -16  -15  -14  -10  -11  -16  -18  -17  -17  -17  -17  -18  -16  -16  -17  -16  -15  -10   -7   -7  -11  -14  -14
  07 04 07    220   0  -17  -15  -13  -13  -12  -10  -10  -12  -12  -11  -10   -9  -10  -11  -11  -12  -15  -13  -10   -7   -4   -2   -3   -5  -10
  07 04 08    220   0   -5   -5   -5   -5   -4   -2   0   0   -1   -5   -6   -2   1   1   0   3   3   2   2   2   4   6  13  32   1
  07 04 09    220   0  33  40  10   6  12  30  32   4   9   6   1   -3   -5  -10  -11  -10  -10   -8   -7   -7   -6   -3   -3   -2   4
  07 04 10    220   0   -2   -2   -4   -1   0   0   1   1   -1   -2   -3   1   3   1   0   3   4   -4   -1   2   2   2   -1   -8   0
  07 04 11    220   0  -11   -9   -4   -1   -2   -2   -5   -6   -5   -2   -2   -2   0   0   -2   -2   0   2   2   0   1   5   8   6   -1
  07 04 12    220   0   2   -1   -4   -1   1   0   1   3   2   1  -12  -23  -25  -20  -20  -21  -20  -21  -24  -24  -21  -18  -18  -19  -12
  07 04 13    220   0  -18  -16  -14  -12  -14  -16  -15  -15  -14  -10   -9   -8   -6   -6   -6   -7   -7   -9   -9  -10  -10   -9   -8   -7  -11
  07 04 14    220   0   -5   -4   -1   3   4   4   -2   -7   -7   -6   -4   -4   -4   -4   -3   2   4   3   -2   -1   1   1   -3   -7   -2
  07 04 15    220   0   -9   -9  -10  -11   -8   -8   -9  -17  -21  -21  -17  -12   -7   -6   -8  -11  -11  -10  -10  -10   -9   -8   -7   -7  -11
  07 04 16    220   0   -8   -6   -6   -7   -7   -6   -7   -9  -10   -7   -4   -4   -4   -5   -4   -4   -2   -1   -1   -2   1   1   1   0   -4
  07 04 17    220   0   -1   1   6  12  13  15  10   8   5   0   -8  -23  -31  -33  -27  -26  -31  -33  -29  -28  -23  -20  -20  -22  -12
  07 04 18    220   0  -26  -22  -19  -20  -23  -23  -23  -24  -25  -21  -15  -11  -10   -9   -8   -7   -3   -5   -7  -10  -12   -9  -11  -12  -15
  07 04 19    220   0  -16  -14   -9   -7   -9  -14  -18  -23  -23  -17  -12  -13  -16  -15   -9   -6   -5   -4   -3   -4   -4   -4   -5   -8  -11
  07 04 20    220   0  -10   -9   -8   -7   -8   -7   -5   -4   -4   -1   0   1   2   2   4   5   3   4   3   2   0   -3   -6   -9   -2
  07 04 21    220   0  -10   -7   -6   -4   -3   -2   -1   0   1   3   1   1   2   3   6   6   7   7   8   8   9   7   6   5   2
  07 04 22    220   0   4  10  12  12   9   3   -3   3   5   4   3   7   5   7   5   1   -5   -6   0   0   0   0   0   -1   3
  07 04 23    220   0   2   -3   -9  -15   -7  -21  -27  -22  -23  -24  -26  -27  -28  -27  -24  -19  -18  -18  -16  -16  -16  -17  -17  -18  -18
  07 04 24    220   0  -16  -12   -8   -7   -7   -7   -8   -9  -10   -5   -3   -1   -5   -7   -8   -5   -2   3   4   3   5   7   6   4   -4
  07 04 25    220   0   3   -1  -10  -10  -11  -10   -6   -5   -5   -4   -1   1   0   0   -3   -4   -5  -10   -9   -7   -4   -1   -2   -5   -5
  07 04 26    220   0   -9  -13  -12  -10   -6   -5   -2   1   1   3   4   3   0   -6   -3   7  12   9  10   -3  -10  -11  -15  -17   -3
  07 04 27    220   0  -17  -16  -12  -11  -10   -7   -4   -1   0   -2   -8   -4   1   5   2   6   4   0   -3   -7   -7   -9  -22  -28   -6
  07 04 28    220   0  -42  -36  -33  -29  -32  -37  -27  -32  -30  -28  -21  -18  -23  -27  -31  -25  -27  -27  -29  -24  -21  -21  -20  -23  -28
  07 04 29    220   0  -20  -23  -24  -26  -30  -26  -24  -20  -21  -19  -18  -15  -17  -15  -17  -21  -27  -27  -29  -27  -22  -24  -22  -24  -22
