  06 01 30    220   0  -4  -5  -6  -7  -6  -6  -6  -6  -6  -8 -11 -12 -11  -8  -7  -6  -5  -5  -3  -1  -1   0   1   1  -5
  06 01 31    220   0   1   0   0  -1  -1   0   1   1   1   3   4   5   2   0   0   2   3   3   4   4   6   9  10  10   3
  06 02 01    220   0  12  12  10   8   7   8   5   0  -3  -7 -12 -13 -10 -11  -9  -3   0   2   2   3   3   4   0  -7   0
  06 02 02    220   0  -8  -6  -9 -11 -11  -9  -4   1   3   0  -9 -14 -11  -8  -2   3   4   1  -2  -7 -12 -11  -9  -7  -6
  06 02 03    220   0  -7  -6  -6  -7  -7  -6  -2   1  -2  -2  -4  -8  -9  -7  -2   2   4  -3  -4  -6  -4   1   2  -2  -4
  06 02 04    220   0  -9 -16 -16 -16 -13 -12 -11  -6  -4  -2  -3 -11 -13 -14 -11  -6  -2   0   1   2   3   3   4  -1  -6
  06 02 05    220   0  -6  -9 -10  -7  -5  -3  -2  -1   0   4   8   8   6   5   7  11  12  16  19  23  16  15  12   8   5
  06 02 06    220   0   5   8   7  -3  -5  -5 -11 -15 -12 -15 -16 -20 -22 -20 -16 -16 -15 -16 -19 -20 -22 -23 -22 -17 -13
  06 02 07    220   0 -14 -13 -16 -16 -13 -15 -16 -12  -7  -4  -4  -7 -10  -9  -8  -7  -6  -6  -8  -9 -10  -7  -6  -3  -9
  06 02 08    220   0  -1  -4  -4  -6  -8  -8  -7  -3   1   4   4   1   0  -2  -4  -6  -6  -3   2   7   7   8   9   8   0
  06 02 09    220   0   5   3   3   2   1   2   3   5   6   6   7   6   5   8   9   7   6   5   4   4   3   6   7   8   5
  06 02 10    220   0   7   7   9   7   3   5   4   5   5   4   4   5   8   9  10  11  12  16  20  13   9   7   9  15   9
  06 02 11    220   0  16  12   6   1  -2  -4  -6  -3  -1  -1  -5   1   7   5   6   6   2  -2   0   2   3   4   6   6   2
  06 02 12    220   0   8   9   3  -8  -7  -4  -3  -2  -1  -1  -3  -4  -5  -8  -8  -7  -6  -8  -8  -7  -6  -5  -5  -3  -4
  06 02 13    220   0  -2  -3  -4  -4  -4  -4  -1  -1   0   2   1   0  -1  -3  -6  -6  -6  -3  -1  -2  -1  -1   0   3  -2
  06 02 14    220   0   4   8   7   6   4   3   4   4   5   5   5   4   8  10   8   7   7   5   6   7   5   2   5   9   6
  06 02 15    220   0  12  13  12  13  14  16  17  14   8   7   6  -1  -2  -1  -5  -5  -3   4   2   2  -2  -8  -4  -2   4
  06 02 16    220   0  -2  -6  -9  -6  -3   0  -5  -6 -10  -7  -5   0   1  -1  -5  -4  -2  -2  -3  -9 -11  -9  -8  -9  -5
  06 02 17    220   0 -11 -11 -14 -16 -16 -13  -9  -9 -11 -11  -9  -6  -5  -6  -4  -4  -3  -1  -1   0   1  -1  -5  -9  -7
  06 02 18    220   0 -10  -5  -5  -3  -1   2   3   3   3   0  -1  -1   0   2   2   5   8   4   5   8  10  10   8   5   2
  06 02 19    220   0   7   7   6   7   4  -8 -10  -8  -5   0  -2   0   2   3   6  10   9   3  -4  -8  -5  -7 -13 -17  -1
  06 02 20    220   0 -16 -12 -11  -7   1   2  -4 -16 -17 -17 -21 -27 -27 -22 -26 -31 -36 -34 -28 -22 -16 -19 -22 -20 -19
  06 02 21    220   0 -22 -28 -27 -20 -14 -15 -18 -16 -23 -28 -19 -18 -22 -24 -26 -23 -24 -22 -15  -9  -4  -4  -9 -14 -19
  06 02 22    220   0 -23 -26 -26 -20 -17 -14 -18 -17 -16 -12 -11 -19 -21 -19 -18 -23 -27 -26 -19 -17 -16 -17 -18 -19 -19
  06 02 23    220   0 -18 -14 -15 -17 -16 -14 -15 -20 -19 -15 -14 -12 -13 -14 -12 -10 -11 -12 -12  -9  -8  -8  -9 -11 -13
  06 02 24    220   0 -12 -10  -6 -10 -13 -11 -11 -10 -11 -12  -9 -11 -14 -21 -19 -16 -13 -12 -10  -7  -5  -6  -8  -9 -11
  06 02 25    220   0  -9  -9  -9  -8  -3  -1  -1  -5  -6  -4  -5  -3  -4  -5  -5  -3  -2  -4  -4  -2  -2  -3  -2  -2  -4
  06 02 26    220   0  -3  -1  -4  -3  -1  -3  -2   1   3   2  -1  -3  -4  -5  -9  -9 -12 -17 -16 -15 -15 -17 -20 -19  -7
